Peek Lid Scan 

Barcode Fluorometer 1: 10164802459125008321372; 
Barcode Fluorometer 2: 20163102452123308261375; 

SystemTime; Bank No;	Well No;	Color;	RFU;	Time;	CycleNo; 
2020-06-19   13:24:59 ;	0;	36;	0;	26204;0;	0; 
2020-06-19   13:24:59 ;	0;	4;	1;	3615;0;	0; 
2020-06-19   13:24:59 ;	0;	34;	1;	3737;0;	0; 
2020-06-19   13:24:59 ;	0;	15;	2;	1264;0;	0; 
2020-06-19   13:24:59 ;	0;	45;	2;	1260;0;	0; 
2020-06-19   13:24:59 ;	0;	18;	3;	779;0;	0; 
2020-06-19   13:24:59 ;	0;	48;	3;	804;0;	0; 
2020-06-19   13:24:59 ;	0;	22;	4;	1145;0;	0; 
2020-06-19   13:24:59 ;	0;	52;	4;	1153;0;	0; 
2020-06-19   13:24:59 ;	0;	12;	0;	30485;0;	0; 
2020-06-19   13:24:59 ;	0;	42;	0;	25017;0;	0; 
2020-06-19   13:24:59 ;	0;	3;	1;	3531;0;	0; 
2020-06-19   13:24:59 ;	0;	33;	1;	3647;0;	0; 
2020-06-19   13:24:59 ;	0;	19;	2;	1190;0;	0; 
2020-06-19   13:24:59 ;	0;	49;	2;	1219;0;	0; 
2020-06-19   13:24:59 ;	0;	23;	3;	798;0;	0; 
2020-06-19   13:24:59 ;	0;	53;	3;	825;0;	0; 
2020-06-19   13:24:59 ;	0;	26;	4;	1224;0;	0; 
2020-06-19   13:24:59 ;	0;	56;	4;	1120;0;	0; 
2020-06-19   13:24:59 ;	0;	11;	0;	27030;0;	0; 
2020-06-19   13:24:59 ;	0;	2;	1;	3482;0;	0; 
2020-06-19   13:24:59 ;	0;	10;	2;	1195;0;	0; 
2020-06-19   13:24:59 ;	0;	41;	0;	22472;0;	0; 
2020-06-19   13:24:59 ;	0;	24;	3;	789;0;	0; 
2020-06-19   13:24:59 ;	0;	32;	1;	3503;0;	0; 
2020-06-19   13:24:59 ;	0;	28;	4;	1206;0;	0; 
2020-06-19   13:24:59 ;	0;	40;	2;	1192;0;	0; 
2020-06-19   13:24:59 ;	0;	54;	3;	763;0;	0; 
2020-06-19   13:24:59 ;	0;	58;	4;	1122;0;	0; 
2020-06-19   13:25:00 ;	0;	16;	0;	28573;0;	0; 
2020-06-19   13:25:00 ;	0;	46;	0;	25773;0;	0; 
2020-06-19   13:25:00 ;	0;	13;	1;	3410;0;	0; 
2020-06-19   13:25:00 ;	0;	43;	1;	3708;0;	0; 
2020-06-19   13:25:00 ;	0;	9;	2;	1260;0;	0; 
2020-06-19   13:25:00 ;	0;	39;	2;	1284;0;	0; 
2020-06-19   13:25:00 ;	0;	25;	3;	752;0;	0; 
2020-06-19   13:25:00 ;	0;	55;	3;	774;0;	0; 
2020-06-19   13:25:00 ;	0;	27;	4;	1152;0;	0; 
2020-06-19   13:25:00 ;	0;	57;	4;	1076;0;	0; 
2020-06-19   13:25:00 ;	0;	17;	0;	23997;0;	0; 
2020-06-19   13:25:00 ;	0;	47;	0;	25343;0;	0; 
2020-06-19   13:25:00 ;	0;	1;	1;	3313;0;	0; 
2020-06-19   13:25:00 ;	0;	31;	1;	3310;0;	0; 
2020-06-19   13:25:00 ;	0;	8;	2;	1205;0;	0; 
2020-06-19   13:25:00 ;	0;	38;	2;	1270;0;	0; 
2020-06-19   13:25:00 ;	0;	14;	3;	801;0;	0; 
2020-06-19   13:25:00 ;	0;	44;	3;	772;0;	0; 
2020-06-19   13:25:00 ;	0;	29;	4;	1203;0;	0; 
2020-06-19   13:25:00 ;	0;	59;	4;	1153;0;	0; 
2020-06-19   13:25:00 ;	0;	21;	0;	27386;0;	0; 
2020-06-19   13:25:00 ;	0;	51;	0;	26967;0;	0; 
2020-06-19   13:25:00 ;	0;	7;	1;	3369;0;	0; 
2020-06-19   13:25:00 ;	0;	37;	1;	3356;0;	0; 
2020-06-19   13:25:00 ;	0;	5;	2;	1181;0;	0; 
2020-06-19   13:25:00 ;	0;	35;	2;	1210;0;	0; 
2020-06-19   13:25:00 ;	0;	20;	3;	757;0;	0; 
2020-06-19   13:25:00 ;	0;	50;	3;	781;0;	0; 
2020-06-19   13:25:00 ;	0;	30;	4;	1131;0;	0; 
2020-06-19   13:25:00 ;	0;	60;	4;	1104;0;	0; 
2020-06-19   13:25:00 ;	0;	22;	0;	25194;0;	0; 
2020-06-19   13:25:00 ;	0;	6;	1;	3402;0;	0; 
2020-06-19   13:25:00 ;	0;	4;	2;	1194;0;	0; 
2020-06-19   13:25:00 ;	0;	52;	0;	26264;0;	0; 
2020-06-19   13:25:01 ;	0;	15;	3;	797;0;	0; 
2020-06-19   13:25:01 ;	0;	36;	1;	3367;0;	0; 
2020-06-19   13:25:01 ;	0;	18;	4;	1181;0;	0; 
2020-06-19   13:25:01 ;	0;	34;	2;	1242;0;	0; 
2020-06-19   13:25:01 ;	0;	45;	3;	791;0;	0; 
2020-06-19   13:25:01 ;	0;	48;	4;	1189;0;	0; 
2020-06-19   13:25:01 ;	0;	26;	0;	26804;0;	0; 
2020-06-19   13:25:01 ;	0;	56;	0;	24107;0;	0; 
2020-06-19   13:25:01 ;	0;	12;	1;	3681;0;	0; 
2020-06-19   13:25:01 ;	0;	42;	1;	3284;0;	0; 
2020-06-19   13:25:01 ;	0;	3;	2;	1185;0;	0; 
2020-06-19   13:25:01 ;	0;	33;	2;	1179;0;	0; 
2020-06-19   13:25:01 ;	0;	19;	3;	752;0;	0; 
2020-06-19   13:25:01 ;	0;	49;	3;	745;0;	0; 
2020-06-19   13:25:01 ;	0;	23;	4;	1281;0;	0; 
2020-06-19   13:25:01 ;	0;	53;	4;	1292;0;	0; 
2020-06-19   13:25:01 ;	0;	28;	0;	27596;0;	0; 
2020-06-19   13:25:01 ;	0;	58;	0;	26614;0;	0; 
2020-06-19   13:25:01 ;	0;	11;	1;	3388;0;	0; 
2020-06-19   13:25:01 ;	0;	41;	1;	2919;0;	0; 
2020-06-19   13:25:01 ;	0;	2;	2;	1186;0;	0; 
2020-06-19   13:25:01 ;	0;	32;	2;	1141;0;	0; 
2020-06-19   13:25:01 ;	0;	10;	3;	754;0;	0; 
2020-06-19   13:25:01 ;	0;	40;	3;	730;0;	0; 
2020-06-19   13:25:01 ;	0;	24;	4;	1259;0;	0; 
2020-06-19   13:25:01 ;	0;	54;	4;	1241;0;	0; 
2020-06-19   13:25:01 ;	0;	27;	0;	21969;0;	0; 
2020-06-19   13:25:01 ;	0;	57;	0;	26131;0;	0; 
2020-06-19   13:25:01 ;	0;	16;	1;	3247;0;	0; 
2020-06-19   13:25:01 ;	0;	46;	1;	3448;0;	0; 
2020-06-19   13:25:01 ;	0;	13;	2;	1148;0;	0; 
2020-06-19   13:25:01 ;	0;	43;	2;	1235;0;	0; 
2020-06-19   13:25:01 ;	0;	9;	3;	785;0;	0; 
2020-06-19   13:25:01 ;	0;	39;	3;	783;0;	0; 
2020-06-19   13:25:02 ;	0;	25;	4;	1155;0;	0; 
2020-06-19   13:25:02 ;	0;	55;	4;	1136;0;	0; 
2020-06-19   13:25:02 ;	0;	29;	0;	26698;0;	0; 
2020-06-19   13:25:02 ;	0;	59;	0;	25325;0;	0; 
2020-06-19   13:25:02 ;	0;	17;	1;	3022;0;	0; 
2020-06-19   13:25:02 ;	0;	47;	1;	3136;0;	0; 
2020-06-19   13:25:02 ;	0;	1;	2;	1043;0;	0; 
2020-06-19   13:25:02 ;	0;	31;	2;	1062;0;	0; 
2020-06-19   13:25:02 ;	0;	8;	3;	742;0;	0; 
2020-06-19   13:25:02 ;	0;	38;	3;	830;0;	0; 
2020-06-19   13:25:02 ;	0;	14;	4;	1281;0;	0; 
2020-06-19   13:25:02 ;	0;	44;	4;	1230;0;	0; 
2020-06-19   13:25:02 ;	0;	30;	0;	24787;0;	0; 
2020-06-19   13:25:02 ;	0;	60;	0;	25560;0;	0; 
2020-06-19   13:25:02 ;	0;	21;	1;	3437;0;	0; 
2020-06-19   13:25:02 ;	0;	51;	1;	3441;0;	0; 
2020-06-19   13:25:02 ;	0;	7;	2;	1069;0;	0; 
2020-06-19   13:25:02 ;	0;	37;	2;	1079;0;	0; 
2020-06-19   13:25:02 ;	0;	5;	3;	751;0;	0; 
2020-06-19   13:25:02 ;	0;	35;	3;	793;0;	0; 
2020-06-19   13:25:02 ;	0;	20;	4;	1211;0;	0; 
2020-06-19   13:25:02 ;	0;	50;	4;	1250;0;	0; 
2020-06-19   13:25:02 ;	0;	18;	0;	25450;0;	0; 
2020-06-19   13:25:02 ;	0;	48;	0;	26174;0;	0; 
2020-06-19   13:25:02 ;	0;	22;	1;	3387;0;	0; 
2020-06-19   13:25:02 ;	0;	52;	1;	3385;0;	0; 
2020-06-19   13:25:02 ;	0;	6;	2;	1157;0;	0; 
2020-06-19   13:25:02 ;	0;	36;	2;	1086;0;	0; 
2020-06-19   13:25:02 ;	0;	4;	3;	790;0;	0; 
2020-06-19   13:25:02 ;	0;	34;	3;	821;0;	0; 
2020-06-19   13:25:02 ;	0;	15;	4;	1294;0;	0; 
2020-06-19   13:25:02 ;	0;	45;	4;	1222;0;	0; 
2020-06-19   13:25:02 ;	0;	23;	0;	29508;0;	0; 
2020-06-19   13:25:03 ;	0;	53;	0;	29417;0;	0; 
2020-06-19   13:25:03 ;	0;	26;	1;	3544;0;	0; 
2020-06-19   13:25:03 ;	0;	56;	1;	3150;0;	0; 
2020-06-19   13:25:03 ;	0;	12;	2;	1266;0;	0; 
2020-06-19   13:25:03 ;	0;	42;	2;	1049;0;	0; 
2020-06-19   13:25:03 ;	0;	3;	3;	776;0;	0; 
2020-06-19   13:25:03 ;	0;	33;	3;	812;0;	0; 
2020-06-19   13:25:03 ;	0;	19;	4;	1201;0;	0; 
2020-06-19   13:25:03 ;	0;	49;	4;	1176;0;	0; 
2020-06-19   13:25:03 ;	0;	24;	0;	27663;0;	0; 
2020-06-19   13:25:03 ;	0;	54;	0;	29468;0;	0; 
2020-06-19   13:25:03 ;	0;	28;	1;	3508;0;	0; 
2020-06-19   13:25:03 ;	0;	58;	1;	3448;0;	0; 
2020-06-19   13:25:03 ;	0;	11;	2;	1102;0;	0; 
2020-06-19   13:25:03 ;	0;	41;	2;	952;0;	0; 
2020-06-19   13:25:03 ;	0;	2;	3;	802;0;	0; 
2020-06-19   13:25:03 ;	0;	32;	3;	796;0;	0; 
2020-06-19   13:25:03 ;	0;	10;	4;	1239;0;	0; 
2020-06-19   13:25:03 ;	0;	40;	4;	1222;0;	0; 
2020-06-19   13:25:03 ;	0;	25;	0;	24533;0;	0; 
2020-06-19   13:25:03 ;	0;	55;	0;	25062;0;	0; 
2020-06-19   13:25:03 ;	0;	27;	1;	3377;0;	0; 
2020-06-19   13:25:03 ;	0;	57;	1;	3376;0;	0; 
2020-06-19   13:25:03 ;	0;	16;	2;	1081;0;	0; 
2020-06-19   13:25:03 ;	0;	46;	2;	1103;0;	0; 
2020-06-19   13:25:03 ;	0;	13;	3;	758;0;	0; 
2020-06-19   13:25:03 ;	0;	43;	3;	828;0;	0; 
2020-06-19   13:25:03 ;	0;	9;	4;	1296;0;	0; 
2020-06-19   13:25:03 ;	0;	39;	4;	1295;0;	0; 
2020-06-19   13:25:03 ;	0;	14;	0;	30551;0;	0; 
2020-06-19   13:25:03 ;	0;	44;	0;	29305;0;	0; 
2020-06-19   13:25:03 ;	0;	29;	1;	3569;0;	0; 
2020-06-19   13:25:03 ;	0;	59;	1;	3435;0;	0; 
2020-06-19   13:25:03 ;	0;	17;	2;	975;0;	0; 
2020-06-19   13:25:04 ;	0;	47;	2;	1027;0;	0; 
2020-06-19   13:25:04 ;	0;	1;	3;	763;0;	0; 
2020-06-19   13:25:04 ;	0;	31;	3;	833;0;	0; 
2020-06-19   13:25:04 ;	0;	8;	4;	1215;0;	0; 
2020-06-19   13:25:04 ;	0;	38;	4;	1292;0;	0; 
2020-06-19   13:25:04 ;	0;	20;	0;	28717;0;	0; 
2020-06-19   13:25:04 ;	0;	50;	0;	27591;0;	0; 
2020-06-19   13:25:04 ;	0;	30;	1;	3398;0;	0; 
2020-06-19   13:25:04 ;	0;	60;	1;	3288;0;	0; 
2020-06-19   13:25:04 ;	0;	21;	2;	1129;0;	0; 
2020-06-19   13:25:04 ;	0;	51;	2;	1082;0;	0; 
2020-06-19   13:25:04 ;	0;	7;	3;	779;0;	0; 
2020-06-19   13:25:04 ;	0;	37;	3;	787;0;	0; 
2020-06-19   13:25:04 ;	0;	5;	4;	1254;0;	0; 
2020-06-19   13:25:04 ;	0;	35;	4;	1302;0;	0; 
2020-06-19   13:25:04 ;	0;	15;	0;	30456;0;	0; 
2020-06-19   13:25:04 ;	0;	45;	0;	27959;0;	0; 
2020-06-19   13:25:04 ;	0;	18;	1;	3349;0;	0; 
2020-06-19   13:25:04 ;	0;	48;	1;	3505;0;	0; 
2020-06-19   13:25:04 ;	0;	22;	2;	1087;0;	0; 
2020-06-19   13:25:04 ;	0;	52;	2;	1048;0;	0; 
2020-06-19   13:25:04 ;	0;	6;	3;	808;0;	0; 
2020-06-19   13:25:04 ;	0;	36;	3;	819;0;	0; 
2020-06-19   13:25:04 ;	0;	4;	4;	1271;0;	0; 
2020-06-19   13:25:04 ;	0;	34;	4;	1317;0;	0; 
2020-06-19   13:25:04 ;	0;	19;	0;	27070;0;	0; 
2020-06-19   13:25:04 ;	0;	23;	1;	3641;0;	0; 
2020-06-19   13:25:04 ;	0;	26;	2;	1153;0;	0; 
2020-06-19   13:25:04 ;	0;	49;	0;	27091;0;	0; 
2020-06-19   13:25:04 ;	0;	12;	3;	854;0;	0; 
2020-06-19   13:25:04 ;	0;	53;	1;	3877;0;	0; 
2020-06-19   13:25:04 ;	0;	3;	4;	1307;0;	0; 
2020-06-19   13:25:04 ;	0;	56;	2;	955;0;	0; 
2020-06-19   13:25:04 ;	0;	42;	3;	826;0;	0; 
2020-06-19   13:25:05 ;	0;	33;	4;	1315;0;	0; 
2020-06-19   13:25:05 ;	0;	10;	0;	30194;0;	0; 
2020-06-19   13:25:05 ;	0;	40;	0;	28770;0;	0; 
2020-06-19   13:25:05 ;	0;	24;	1;	3637;0;	0; 
2020-06-19   13:25:05 ;	0;	54;	1;	3769;0;	0; 
2020-06-19   13:25:05 ;	0;	28;	2;	1168;0;	0; 
2020-06-19   13:25:05 ;	0;	58;	2;	1066;0;	0; 
2020-06-19   13:25:05 ;	0;	11;	3;	810;0;	0; 
2020-06-19   13:25:05 ;	0;	41;	3;	805;0;	0; 
2020-06-19   13:25:05 ;	0;	2;	4;	1277;0;	0; 
2020-06-19   13:25:05 ;	0;	32;	4;	1341;0;	0; 
2020-06-19   13:25:05 ;	0;	9;	0;	32427;0;	0; 
2020-06-19   13:25:05 ;	0;	39;	0;	29976;0;	0; 
2020-06-19   13:25:05 ;	0;	25;	1;	3388;0;	0; 
2020-06-19   13:25:05 ;	0;	55;	1;	3413;0;	0; 
2020-06-19   13:25:05 ;	0;	27;	2;	1132;0;	0; 
2020-06-19   13:25:05 ;	0;	57;	2;	1033;0;	0; 
2020-06-19   13:25:05 ;	0;	16;	3;	800;0;	0; 
2020-06-19   13:25:05 ;	0;	46;	3;	827;0;	0; 
2020-06-19   13:25:05 ;	0;	13;	4;	1184;0;	0; 
2020-06-19   13:25:05 ;	0;	43;	4;	1302;0;	0; 
2020-06-19   13:25:05 ;	0;	8;	0;	29866;0;	0; 
2020-06-19   13:25:05 ;	0;	38;	0;	29536;0;	0; 
2020-06-19   13:25:05 ;	0;	14;	1;	3740;0;	0; 
2020-06-19   13:25:05 ;	0;	44;	1;	3665;0;	0; 
2020-06-19   13:25:05 ;	0;	29;	2;	1177;0;	0; 
2020-06-19   13:25:05 ;	0;	59;	2;	1035;0;	0; 
2020-06-19   13:25:05 ;	0;	17;	3;	779;0;	0; 
2020-06-19   13:25:05 ;	0;	47;	3;	840;0;	0; 
2020-06-19   13:25:05 ;	0;	1;	4;	1136;0;	0; 
2020-06-19   13:25:05 ;	0;	31;	4;	1225;0;	0; 
2020-06-19   13:25:05 ;	0;	5;	0;	29659;0;	0; 
2020-06-19   13:25:06 ;	0;	20;	1;	3645;0;	0; 
2020-06-19   13:25:06 ;	0;	30;	2;	1110;0;	0; 
2020-06-19   13:25:06 ;	0;	35;	0;	29621;0;	0; 
2020-06-19   13:25:06 ;	0;	21;	3;	828;0;	0; 
2020-06-19   13:25:06 ;	0;	50;	1;	3703;0;	0; 
2020-06-19   13:25:06 ;	0;	7;	4;	1156;0;	0; 
2020-06-19   13:25:06 ;	0;	60;	2;	1045;0;	0; 
2020-06-19   13:25:06 ;	0;	51;	3;	817;0;	0; 
2020-06-19   13:25:06 ;	0;	37;	4;	1194;0;	0; 
2020-06-19   13:25:06 ;	0;	4;	0;	31195;0;	0; 
2020-06-19   13:25:06 ;	0;	34;	0;	30405;0;	0; 
2020-06-19   13:25:06 ;	0;	15;	1;	3787;0;	0; 
2020-06-19   13:25:06 ;	0;	45;	1;	3582;0;	0; 
2020-06-19   13:25:06 ;	0;	18;	2;	1127;0;	0; 
2020-06-19   13:25:06 ;	0;	48;	2;	1124;0;	0; 
2020-06-19   13:25:06 ;	0;	22;	3;	826;0;	0; 
2020-06-19   13:25:06 ;	0;	52;	3;	821;0;	0; 
2020-06-19   13:25:06 ;	0;	6;	4;	1289;0;	0; 
2020-06-19   13:25:06 ;	0;	36;	4;	1258;0;	0; 
2020-06-19   13:25:06 ;	0;	3;	0;	30885;0;	0; 
2020-06-19   13:25:06 ;	0;	33;	0;	28731;0;	0; 
2020-06-19   13:25:06 ;	0;	19;	1;	3538;0;	0; 
2020-06-19   13:25:06 ;	0;	49;	1;	3468;0;	0; 
2020-06-19   13:25:06 ;	0;	23;	2;	1213;0;	0; 
2020-06-19   13:25:06 ;	0;	53;	2;	1285;0;	0; 
2020-06-19   13:25:06 ;	0;	26;	3;	820;0;	0; 
2020-06-19   13:25:06 ;	0;	56;	3;	824;0;	0; 
2020-06-19   13:25:06 ;	0;	12;	4;	1323;0;	0; 
2020-06-19   13:25:06 ;	0;	42;	4;	1248;0;	0; 
2020-06-19   13:25:06 ;	0;	2;	0;	32223;0;	0; 
2020-06-19   13:25:06 ;	0;	32;	0;	28606;0;	0; 
2020-06-19   13:25:06 ;	0;	10;	1;	3623;0;	0; 
2020-06-19   13:25:06 ;	0;	40;	1;	3574;0;	0; 
2020-06-19   13:25:06 ;	0;	24;	2;	1224;0;	0; 
2020-06-19   13:25:07 ;	0;	54;	2;	1289;0;	0; 
2020-06-19   13:25:07 ;	0;	28;	3;	826;0;	0; 
2020-06-19   13:25:07 ;	0;	58;	3;	811;0;	0; 
2020-06-19   13:25:07 ;	0;	11;	4;	1193;0;	0; 
2020-06-19   13:25:07 ;	0;	41;	4;	1145;0;	0; 
2020-06-19   13:25:07 ;	0;	13;	0;	28338;0;	0; 
2020-06-19   13:25:07 ;	0;	43;	0;	30348;0;	0; 
2020-06-19   13:25:07 ;	0;	9;	1;	3685;0;	0; 
2020-06-19   13:25:07 ;	0;	39;	1;	3776;0;	0; 
2020-06-19   13:25:07 ;	0;	25;	2;	1142;0;	0; 
2020-06-19   13:25:07 ;	0;	55;	2;	1080;0;	0; 
2020-06-19   13:25:07 ;	0;	27;	3;	765;0;	0; 
2020-06-19   13:25:07 ;	0;	57;	3;	722;0;	0; 
2020-06-19   13:25:07 ;	0;	16;	4;	1182;0;	0; 
2020-06-19   13:25:07 ;	0;	46;	4;	1278;0;	0; 
2020-06-19   13:25:07 ;	0;	1;	0;	24594;0;	0; 
2020-06-19   13:25:07 ;	0;	31;	0;	25566;0;	0; 
2020-06-19   13:25:07 ;	0;	8;	1;	3509;0;	0; 
2020-06-19   13:25:07 ;	0;	38;	1;	3755;0;	0; 
2020-06-19   13:25:07 ;	0;	14;	2;	1253;0;	0; 
2020-06-19   13:25:07 ;	0;	44;	2;	1301;0;	0; 
2020-06-19   13:25:07 ;	0;	29;	3;	769;0;	0; 
2020-06-19   13:25:07 ;	0;	59;	3;	807;0;	0; 
2020-06-19   13:25:07 ;	0;	17;	4;	1068;0;	0; 
2020-06-19   13:25:07 ;	0;	47;	4;	1181;0;	0; 
2020-06-19   13:25:07 ;	0;	7;	0;	23323;0;	0; 
2020-06-19   13:25:07 ;	0;	37;	0;	25424;0;	0; 
2020-06-19   13:25:07 ;	0;	5;	1;	3472;0;	0; 
2020-06-19   13:25:07 ;	0;	35;	1;	3742;0;	0; 
2020-06-19   13:25:07 ;	0;	20;	2;	1198;0;	0; 
2020-06-19   13:25:07 ;	0;	50;	2;	1246;0;	0; 
2020-06-19   13:25:07 ;	0;	30;	3;	788;0;	0; 
2020-06-19   13:25:07 ;	0;	60;	3;	764;0;	0; 
2020-06-19   13:25:08 ;	0;	21;	4;	1242;0;	0; 
2020-06-19   13:25:08 ;	0;	51;	4;	1188;0;	0; 
2020-06-19   13:25:08 ;	0;	6;	0;	29574;0;	0; 
2020-06-19   13:25:08 ;	0;	36;	0;	26441;0;	0; 
2020-06-19   13:25:08 ;	0;	4;	1;	3637;0;	0; 
2020-06-19   13:25:08 ;	0;	34;	1;	3823;0;	0; 
2020-06-19   13:25:08 ;	0;	15;	2;	1253;0;	0; 
2020-06-19   13:25:08 ;	0;	45;	2;	1290;0;	0; 
2020-06-19   13:25:08 ;	0;	18;	3;	770;0;	0; 
2020-06-19   13:25:08 ;	0;	48;	3;	811;0;	0; 
2020-06-19   13:25:08 ;	0;	22;	4;	1167;0;	0; 
2020-06-19   13:25:08 ;	0;	52;	4;	1179;0;	0; 
2020-06-19   13:25:08 ;	0;	12;	0;	30353;0;	0; 
2020-06-19   13:25:08 ;	0;	42;	0;	25228;0;	0; 
2020-06-19   13:25:08 ;	0;	3;	1;	3561;0;	0; 
2020-06-19   13:25:08 ;	0;	33;	1;	3717;0;	0; 
2020-06-19   13:25:08 ;	0;	19;	2;	1171;0;	0; 
2020-06-19   13:25:08 ;	0;	49;	2;	1225;0;	0; 
2020-06-19   13:25:08 ;	0;	23;	3;	809;0;	0; 
2020-06-19   13:25:08 ;	0;	53;	3;	834;0;	0; 
2020-06-19   13:25:08 ;	0;	26;	4;	1248;0;	0; 
2020-06-19   13:25:08 ;	0;	56;	4;	1143;0;	0; 
2020-06-19   13:25:08 ;	0;	11;	0;	26678;0;	0; 
2020-06-19   13:25:08 ;	0;	41;	0;	22563;0;	0; 
2020-06-19   13:25:08 ;	0;	2;	1;	3508;0;	0; 
2020-06-19   13:25:08 ;	0;	32;	1;	3528;0;	0; 
2020-06-19   13:25:08 ;	0;	10;	2;	1189;0;	0; 
2020-06-19   13:25:08 ;	0;	40;	2;	1221;0;	0; 
2020-06-19   13:25:08 ;	0;	24;	3;	777;0;	0; 
2020-06-19   13:25:08 ;	0;	54;	3;	780;0;	0; 
2020-06-19   13:25:08 ;	0;	28;	4;	1214;0;	0; 
2020-06-19   13:25:08 ;	0;	58;	4;	1137;0;	0; 
2020-06-19   13:25:08 ;	0;	16;	0;	28146;0;	0; 
2020-06-19   13:25:08 ;	0;	46;	0;	25809;0;	0; 
2020-06-19   13:25:09 ;	0;	13;	1;	3400;0;	0; 
2020-06-19   13:25:09 ;	0;	43;	1;	3762;0;	0; 
2020-06-19   13:25:09 ;	0;	9;	2;	1251;0;	0; 
2020-06-19   13:25:09 ;	0;	39;	2;	1303;0;	0; 
2020-06-19   13:25:09 ;	0;	25;	3;	736;0;	0; 
2020-06-19   13:25:09 ;	0;	55;	3;	798;0;	0; 
2020-06-19   13:25:09 ;	0;	27;	4;	1148;0;	0; 
2020-06-19   13:25:09 ;	0;	57;	4;	1107;0;	0; 
2020-06-19   13:25:09 ;	0;	17;	0;	23623;0;	0; 
2020-06-19   13:25:09 ;	0;	47;	0;	25326;0;	0; 
2020-06-19   13:25:09 ;	0;	1;	1;	3327;0;	0; 
2020-06-19   13:25:09 ;	0;	31;	1;	3326;0;	0; 
2020-06-19   13:25:09 ;	0;	8;	2;	1198;0;	0; 
2020-06-19   13:25:09 ;	0;	38;	2;	1265;0;	0; 
2020-06-19   13:25:09 ;	0;	14;	3;	791;0;	0; 
2020-06-19   13:25:09 ;	0;	44;	3;	780;0;	0; 
2020-06-19   13:25:09 ;	0;	29;	4;	1203;0;	0; 
2020-06-19   13:25:09 ;	0;	59;	4;	1187;0;	0; 
2020-06-19   13:25:09 ;	0;	21;	0;	26939;0;	0; 
2020-06-19   13:25:09 ;	0;	51;	0;	27217;0;	0; 
2020-06-19   13:25:09 ;	0;	7;	1;	3376;0;	0; 
2020-06-19   13:25:09 ;	0;	37;	1;	3381;0;	0; 
2020-06-19   13:25:09 ;	0;	5;	2;	1165;0;	0; 
2020-06-19   13:25:09 ;	0;	35;	2;	1223;0;	0; 
2020-06-19   13:25:09 ;	0;	20;	3;	757;0;	0; 
2020-06-19   13:25:09 ;	0;	50;	3;	807;0;	0; 
2020-06-19   13:25:09 ;	0;	30;	4;	1137;0;	0; 
2020-06-19   13:25:09 ;	0;	60;	4;	1131;0;	0; 
2020-06-19   13:25:09 ;	0;	22;	0;	24967;0;	0; 
2020-06-19   13:25:09 ;	0;	6;	1;	3399;0;	0; 
2020-06-19   13:25:09 ;	0;	4;	2;	1184;0;	0; 
2020-06-19   13:25:09 ;	0;	52;	0;	26177;0;	0; 
2020-06-19   13:25:09 ;	0;	15;	3;	786;0;	0; 
2020-06-19   13:25:09 ;	0;	36;	1;	3422;0;	0; 
2020-06-19   13:25:10 ;	0;	18;	4;	1194;0;	0; 
2020-06-19   13:25:10 ;	0;	34;	2;	1268;0;	0; 
2020-06-19   13:25:10 ;	0;	45;	3;	780;0;	0; 
2020-06-19   13:25:10 ;	0;	48;	4;	1212;0;	0; 
2020-06-19   13:25:10 ;	0;	26;	0;	26580;0;	0; 
2020-06-19   13:25:10 ;	0;	56;	0;	23936;0;	0; 
2020-06-19   13:25:10 ;	0;	12;	1;	3645;0;	0; 
2020-06-19   13:25:10 ;	0;	42;	1;	3333;0;	0; 
2020-06-19   13:25:10 ;	0;	3;	2;	1180;0;	0; 
2020-06-19   13:25:10 ;	0;	33;	2;	1200;0;	0; 
2020-06-19   13:25:10 ;	0;	19;	3;	761;0;	0; 
2020-06-19   13:25:10 ;	0;	49;	3;	746;0;	0; 
2020-06-19   13:25:10 ;	0;	23;	4;	1298;0;	0; 
2020-06-19   13:25:10 ;	0;	53;	4;	1302;0;	0; 
2020-06-19   13:25:10 ;	0;	28;	0;	27313;0;	0; 
2020-06-19   13:25:10 ;	0;	58;	0;	26439;0;	0; 
2020-06-19   13:25:10 ;	0;	11;	1;	3367;0;	0; 
2020-06-19   13:25:10 ;	0;	41;	1;	2967;0;	0; 
2020-06-19   13:25:10 ;	0;	2;	2;	1149;0;	0; 
2020-06-19   13:25:10 ;	0;	32;	2;	1167;0;	0; 
2020-06-19   13:25:10 ;	0;	10;	3;	764;0;	0; 
2020-06-19   13:25:10 ;	0;	40;	3;	756;0;	0; 
2020-06-19   13:25:10 ;	0;	24;	4;	1239;0;	0; 
2020-06-19   13:25:10 ;	0;	54;	4;	1241;0;	0; 
2020-06-19   13:25:10 ;	0;	27;	0;	22015;0;	0; 
2020-06-19   13:25:10 ;	0;	57;	0;	25834;0;	0; 
2020-06-19   13:25:10 ;	0;	16;	1;	3222;0;	0; 
2020-06-19   13:25:10 ;	0;	46;	1;	3505;0;	0; 
2020-06-19   13:25:10 ;	0;	13;	2;	1137;0;	0; 
2020-06-19   13:25:10 ;	0;	43;	2;	1276;0;	0; 
2020-06-19   13:25:10 ;	0;	9;	3;	772;0;	0; 
2020-06-19   13:25:10 ;	0;	39;	3;	778;0;	0; 
2020-06-19   13:25:10 ;	0;	25;	4;	1168;0;	0; 
2020-06-19   13:25:10 ;	0;	55;	4;	1142;0;	0; 
